id,title,owner,status,reason,release,priority,tag,component,submitted_date
1207664287,Support for PCIe RO in Traffic Controller,tjonnala,complete,,dmrhub-a0,2-high,"prod_arch IO,fw.ucode_no,fw.xucode_no,fw.tcode_no,fw.pnp_emul_affecting,fw.ocode_no,fw.acode_no,fw.zcode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.bios_no,fw.s3m_no,fw.icode_no,fw.mdiv_affecting,fw.ltm_no,fw.pss_no,fw.simics_yes",soc.HIOP_Agent_4.0_IP#,2016-02-11 00:27:14.567
1209620071,Implement out of order completions for inbound reads,rsiva,complete,,dmrhub-a0,2-high,"prod_arch IO,PERF_ARCH,Temp_Track,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_affecting,fw.acode_no,fw.bios_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.pss_yes,DMR_VIRTUALIZATION,fw.s3m_no,fw.icode_no,fw.simics_yes",soc.HIOP_Agent_4.0_IP#,2017-01-28 05:59:28.367
2201971776,Preserve PCIe Headers for P2P txns through the Root Complex,dml,complete,,dmrhub-a0,2-high,"prod_arch IO,SCF_IP_FILED,NOPERF,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.s3m_no,fw.io_general_affecting,fw.io_general_commit,fw.icode_no,fw.bios_no,fw.pss_no,fw.simics_yes",soc.HIOP_Agent_4.0_IP#,2018-01-24 07:01:35.417
2206273506,[IOMMU: P1] Secure-ATS feature for PCIe or CXL.io devices,rsiva,complete,,dmrhub-a0,2-high,"prod_arch SECURITY_FEATURE,need_lz,prod_arch IO CICG,PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.zcode_no,simics feature,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.cbbpcode_no,fw.primecode_no,fw.pss_yes,DMR_VIRTUALIZATION,fw.s3m_no,fw.icode_no,fw.mcheck_no,fw.bios_yes,fw.bios_commit,fw.simics_yes,fw.acm_no,VAL_REVIEW_PENDING,SOCVAL_IMH1_PO",soc.IOMMU_Server_5.0#,2018-11-13 22:16:07.303
2207998942,Multiple MCA domains for scalable MCA solution,rrshah1,complete,,dmrhub-a0,1-showstopper,"prod_arch RAS,IP_Contract,deg_quality,deg_quality_avail,HPAR,DMR_AF_RAS_BlastRadius,fw.tcode_no,PRI_1,fw.zcode_no,fw.primecode_no,fw.ucode_no,IMH_CONSTRUCTION_P1,fw.pnp_emul_no,fw.mcheck_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.xucode_no,fw.pss_yes,fw.bios_yes,fw.s3m_no,fw.bios_commit,fw.icode_no,fw.simics_yes,fw.ocode_no,fw.ltm_no",soc.RAS_4.0#,2019-07-16 23:30:21.940
2209984084,"Consolidate RAS functions across Ubox, Punit, IEH into IEH IP/RAS IP",gachalla,complete,,dmrhub-a0,1-showstopper,"prod_arch RAS,IP_Contract,transformation,HPAR,DMR_AF_RAS_BlastRadius,deg_quality,fw.tcode_no,PRI_0,fw.zcode_no,fw.ucode_no,IMH_CONSTRUCTION_P1,fw.ocode_yes,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,PM_VALPREP_EVAL,fw.mdiv_no,fw.mcheck_no,fw.xucode_no,fw.pss_yes,fw.s3m_no,fw.simics_yes,fw.bios_commit,fw.icode_no,fw.ocode_commit,fw.primecode_no,fw.ltm_no,PM_VALPREP_EVAL=R",soc.RAS_4.0#,2019-12-13 01:45:39.403
13010165028,Redefining of UXI crypto initialization mechanism,mraghuna,complete,,dmrhub-a0,2-high,security_ccb,soc.UCIE_1.0_p1276.4opt4_V1#,2022-09-18 17:50:00.200
13010255963,"[DMR-CCB] DMR PatchLoad protocol improvements, aligning boot time and seamless IP Patch",rrshah1,complete,,dmrhub-a0,2-high,"CCB_FEATURE_INT,fw.mdiv_no,fw.s3m_commit,fw.primecode_affecting,fw.ocode_yes,fw.zcode_yes,fw.icode_yes,RECCB_NO_RELEASE_DATE,UV1+,simics_yes,fw.s3m_complete",soc.S3M_3.0_FW#,2022-10-30 14:33:53.737
13010863177,Identification of the UXI peer by LL_LP,ajaganna,complete,,dmrhubmax-a0,3-medium,"IMH1_2S_Phase1,NO_MCP,vt.uxi,POC_UXI",soc.top,2023-05-15 19:55:11.443
13010913548,MCHECK_TDX_TR P2: the capability registers in ULA must be R/O,vmabraha,complete,,dmrhubmax-a0,2-high,"MCHECK_TDX_TR,IMH1_2S_Phase1,vt.security,POC_SEC",soc.UXI_LinkAgent_UIO_1.0#,2023-05-31 12:27:09.310
13010918337,P1 MCHECK_TDX_TR Exact definition of consistency checks between UBR instances of single iMH,djkurian,complete,,dmrhub-a0,1-showstopper,MCHECK_TDX_TR,soc.top,2023-06-01 16:28:28.257
13010936114,P1 MCHECK_TDX_TR UXI route tables consistency checks,djkurian,complete,,dmrhub-a0,3-medium,"MCHECK_TDX_TR,IMH1_2S_Phase2a,POC_SEC",soc.top,2023-06-06 23:21:46.967
13010963774,[DMR-CCB] TDX Connect PAS 0.8 GATE [DMR][SOC] -IDE Requester ID spoofing ISO GNR Security Bug Fix,zgu2,complete,,dmrhub-a0,1-showstopper,"security_ccb,CCB_BUG,simics_yes,MIO_IPSV",soc.HIOP_Agent_4.0_IP#,2023-06-12 22:12:41.693
13011188715,SCA/B2SCA mechanism defined for MCHECK is broken,rnagar2,complete,,dmrhub-a0,1-showstopper,,soc.top,2023-08-22 12:38:02.143
13011463297,[DMR] Unify Encryption Wrapping key into single project key,yyanai,complete,,dmrhub-a0,3-medium,"fw.s3m_commit,FV1,s3m_complete",soc.S3M_3.0_FW#,2023-12-13 18:10:10.280
13012326747,[DMR-CCB][DMR] Clarification on Secure Telemetry feature,rrshah1,complete,,dmrhub-a0,3-medium,"simics_no,fw.s3m_commit,fw.s3m_complete,fw.s3m_complete,CCB_BUG,NO_SOC_VAL",soc.S3M_3.0_FW#,2024-09-24 15:18:25.890
13012326824,[DMR-CCB][DMR] Attestation Measurement lifecycle and retention policy,rrshah1,complete,,dmrhub-a0,3-medium,"fw.s3m_commit,fw.s3m_complete,CCB_FEATURE_EXT",soc.S3M_3.0_FW#,2024-09-24 15:49:46.947
13013702830,"[DMR-CCB] max turbo frequency (MTF) as defined by p0n/2 is insufficient for competitiveness, p0n/4 is required for DMR-AP/SP",rlalliso,complete,,dmrhubmax-a0,2-high,"CCB_FEATURE_EXT,simics_no,COE4PM,POC_PTP",soc.top,2025-09-17 05:44:01.470
14010051410,"DMR Gen6 Universal IO Stack (PCIe, CXL, UXI)",rsiva,complete,,dmrhub-a0,1-showstopper,"prod_arch,System_Model_T1,PnP,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.ocode_no,fw.bios_yes,fw.mdiv_affecting,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_affecting,fw.pnp_emul_affecting,fw.icode_yes,fw.cbbpcode_no,PM_VALPREP_EVAL=R,fw.mdiv_yes,fw.pss_yes,fw.mcheck_yes,fw.s3m_no,fw.icode_commit,fw.io_general_affecting,fw.io_general_commit,fw.acm_no,fw.mcheck_commit,fw.primecode_yes,fw.primecode_commit,fw.bios_commit,fw.acode_no,0p3,VAL_REVIEW_PENDING,SOCVAL_IMH2_TI",soc.top,2019-09-24 09:49:13.510
14010804693,IP Inventory,jkaur1,complete,,dmrhub-a0,1-showstopper,"soc_arch,TOPOLOGY,System_Model_T1,fw.tcode_no,fw.simics_no,fw.bios_no,fw.primecode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ocode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.mcheck_no,fw.s3m_no, fw.icode_no",soc.top,2020-01-31 14:24:11.843
14010874525,High Bandwidth Peer-to-Peer (P2P) Interconnect for DMR,refaber,complete,,dmrhub-a0,1-showstopper,"prod_arch,fw.mcheck_no,IO,P2P,SERVER_LEGACY,PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.mdiv_affecting,fw.mdiv_yes,COE4MIO,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_affecting,fw.pnp_emul_affecting,fw.pss_yes,fw.acode_no,fw.cbbpcode_no,fw.s3m_no,fw.icode_no,fw.primecode_yes,fw.bios_commit,fw.primecode_commit",soc.top,2020-02-12 05:18:44.300
14010875975,Split CA/HA Architecture,sungkwan,complete,,dmrhub-a0,1-showstopper,"CDIE,POWER_IMPACT,PNP_PERF,TOPO_BASELINE,SERVER_LEGACY,PnP,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.bios_affecting,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,RAS,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,PM_VALPREP_EVAL,fw.mdiv_no,fw.ocode_no,fw.mcheck_no,fw.s3m_no,fw.simics_yes,fw.bios_commit,fw.icode_no,fw.primecode_no,fw.acm_no,fw.ltm_commit",soc.top,2020-02-12 08:01:02.500
14010876381,"DMR Accelerator Complex Definition, including IOSF to SFI bridge (for accelerator stack)",akjonnal,complete,,dmrhub-a0,1-showstopper,"prod_arch,fw.mcheck_no,IO,System_Model_T1,PnP,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.primecode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ocode_yes,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.s3m_no,fw.icode_no,fw.ocode_commit,fw.bios_yes,fw.bios_commit,fw.simics_yes,fw.ltm_no",soc.top,2020-02-12 10:24:08.193
14010884087,2LM Configurations Supported,philhill,complete,,dmrhub-a0,2-high,"prod_arch MEM,SCF_IP_FILED,PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.mcheck_yes,fw.zcode_no,fw.ucode_yes,fw.ltm_no",soc.top,2020-02-13 12:58:01.957
14010884100,Allocating IO Write flows for DMR Cache Hierarchy: Includes IO producer flows for DDIO,refaber,complete,,dmrhub-a0,1-showstopper,"PERF,SERVER_LEGACY,PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.primecode_no,fw.mcheck_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.s3m_no,fw.icode_no,fw.bios_commit,fw.simics_yes,COE4MIO,VAL_REVIEW_PENDING,SOCVAL_IMH1_PO",soc.top,2020-02-13 13:04:54.247
14011070004,Use new APB Bridge IP to support APB receivers from DFD domain on SB fabric,jreyes1,complete,,dmrhub-a0,1-showstopper,"prod_arch RAS,prod_arch CONFIG,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.mcheck_no,fw.primecode_no,fw.pss_no,fw.s3m_no,fw.icode_no,fw.bios_no,fw.simics_yes",soc.config_fsb,2020-03-06 04:56:51.290
14011224770,[dmrhub-a0] iMH SOC Reset entry/Exit service FW agent,rrshah1,complete,,dmrhub-a0,2-high,"soc_arch FIRMWARE,CDIE SECURITY,System_Model_T1,HPAR,DMR_AF,fw.xucode_no,fw.tcode_no,PRI_0,fw.zcode_no,fw.ucode_no,fw.pnp_emul_no,fw.acode_no,fw.bios_no,fw.mdiv_no,fw.mcheck_no,fw.primecode_no,fw.s3m_no,fw.ocode_no,fw.icode_no,fw.pss_no,fw.cbbpcode_no,fw.ltm_no,fw.simics_yes",soc.top,2020-03-31 00:59:58.243
14011275261,"[dmrhub-a0] IOHUB SOC Reset Control Construction for Infrastructure (ISA, RW, HWRS, Partition Reset Groups, Gen5 DDR, Die-to-Die (UCIe), etc.)",wli61,complete,,dmrhub-a0,1-showstopper,"prod_arch,fw.mcheck_no,RESET,System_Model_T1,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.mdiv_affecting,fw.ucode_no,fw.xucode_no,fw.bios_no,fw.pnp_emul_no,fw.pss_yes,fw.acode_no,fw.cbbpcode_no,fw.primecode_no,fw.ocode_no,fw.zcode_no,fw.icode_no,fw.s3m_no,fw.mdiv_no,fw.ltm_no,fw.simics_yes",soc.top,2020-04-08 04:25:56.317
14011301014,"DMR Global System Time-Synchronization: Intra-Die Time Delivery, with SOC-IP Interface Impacts.",tiwarisi,complete,,dmrhub-a0,1-showstopper,"prod_arch RESET,GlobalTime,prod_arch,fw.mcheck_no,CONFIG,transformation,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.pss_no,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.primecode_no,fw.mdiv_no,fw.simics_yes,fw.s3m_no,fw.ocode_no,fw.icode_no",soc.top,2020-04-14 02:10:14.277
14011330878,Memory RAS flow enhancements using microcontroller,gachalla,complete,,dmrhub-a0,1-showstopper,"prod_arch MEM SECURITY,DMRTransformation,deg_quality,deg_quality_avail,DMR_AF_RAS_BlastRadius,PRI_0,MEMRAS,fw.tcode_no,fw.ucode_no,fw.xucode_no,fw.ocode_yes,memory_ras,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.pss_yes,fw.zcode_yes,fw.s3m_no,fw.bios_yes,fw.ocode_commit,fw.zcode_commit,fw.icode_no,fw.bios_commit,fw.primecode_no,fw.simics_yes,fw.ltm_commit",soc.DDR5C_Gen5_V1#,2020-04-17 22:51:14.453
14011379451,"[dmrhub-a0] IMH SOC Clock Generation, Delivery, and Control",amkrishn,complete,,dmrhub-a0,1-showstopper,"prod_arch,fw.mcheck_no,CLOCK,GPIO_PIN_COUNT_REDUCTION,PnP,PNP_PM,PNP_POWER,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.ocode_no,fw.pss_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_no,fw.bios_no,fw.pnp_emul_no,fw.acode_no,fw.primecode_no,fw.mdiv_no,fw.s3m_no,fw.zcode_no,fw.cbbpcode_no,fw.icode_no",soc.top,2020-04-25 03:45:45.370
14011423746,IA Run Control (Probe Mode) Architecture in DMR,kwokc,complete,,dmrhub-a0,1-showstopper,"soc_arch DEBUG,IP_CONTRACT,transformation,DMR_AF_DFD,SERVER_LEGACY,DFD_PLATFORM_IMPACT,PRI_0,IPLIST_RCM_CORES_PUNIT_UBOX,fw.xucode_no,fw.tcode_no,fw.ocode_no,fw.bios_no,fw.pss_no,fw.zcode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.mcheck_no,fw.s3m_no,fw.ucode_no,fw.icode_no,fw.simics_no,fw.primecode_yes,fw.primecode_commit,PM_VALPREP_EVAL=R",soc.top,2020-05-01 03:01:19.900
14011710033,Removing ordering requirement of non-posted pushing posted on SB fabric,dplonkar,complete,,dmrhub-a0,1-showstopper,"soc_arch,fw.mcheck_no,CONFIG,System_Model_T2,POWER_CONVERGENCE,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.bios_no,fw.primecode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_affecting,fw.ocode_yes,DMR_AF_Managability_Telemetry,fw.ocode_commit,fw.icode_no,fw.s3m_affecting,fw.mdiv_no,fw.simics_yes,fw.s3m_commit,UV2,fw.s3m_complete",soc.FSA_2.0#,2020-06-09 04:59:58.540
14011944075,Implement Next-Gen VISA and Align with DFD AIS Standards,kwokc,complete,,dmrhub-a0,1-showstopper,"IP_CONTRACT,SCF_IP_FILED,deg_quality,deg_quality_dpm,DMR_AF_DFD,DFD_TRANSFORMATION,PRI_1,IPLIST_ALL-IPS,fw.xucode_no,fw.tcode_no,fw.pss_no,fw.bios_no,fw.zcode_no,fw.primecode_no,fw.ucode_no,fw.pnp_emul_no,fw.ltm_no,fw.acode_no,fw.cbbpcode_no,fw.mcheck_no,fw.icode_no,fw.mdiv_no,fw.ocode_no,fw.simics_no,fw.s3m_yes,fw.s3m_commit,fw.s3m_complete,pre-FV,HW_dependent",soc.top,2020-07-07 22:47:17.903
14011961844,Incorporate survivability module within IPs on DMR,tparker1,complete,,dmrhub-a0,2-high,"soc_arch DEBUG,IP_Contract,DMR_AF_DFD,DFD_ALL_IP,PRI_1,IPLIST_ALL-IPS,fw.tcode_no,fw.ucode_no,fw.xucode_no,fw.pnp_emul_no,fw.acode_no,fw.zcode_no,fw.mdiv_no,fw.mcheck_no,fw.bios_no,fw.ocode_no,fw.pss_no,fw.primecode_no,fw.s3m_no,fw.icode_no,fw.ltm_no,fw.cbbpcode_no,fw.simics_yes",soc.HIOP_Agent_4.0_IP#,2020-07-09 04:48:27.560
14011996339,[IOMMU-P2]: Enhanced/Larger IOMMU IOTLB and FS/SS L4 Non-Leaf Caches,rsiva,complete,,dmrhub-a0,2-high,"PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_no,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.bios_no,fw.pss_yes,DMR_VIRTUALIZATION,fw.s3m_no,fw.icode_no,COE4MIO",soc.IOMMU_Server_5.0#,2020-07-14 00:25:07.480
14012006067,Directed interrupt delivery latency/throughput optimization,pgadde,complete,,dmrhub-a0,2-high,"PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.bios_yes,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.primecode_no,fw.ltm_no,fw.pss_yes,fw.s3m_no,fw.cbbpcode_no,fw.icode_no,fw.bios_commit,fw.simics_yes,VAL_REVIEW_PENDING,SOCVAL_IMH1_PO",soc.SCF_4.0#,2020-07-14 21:39:00.960
14012022884,Making DTS Temperature register codes available to DDR IP,sshrimal,complete,,dmrhub-a0,2-high,"transformation,fw.tcode_no,fw.ocode_no,fw.primecode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.pnp_emul_no,fw.acode_no,fw.bios_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,IMH_CONSTRUCTION_P1,fw.s3m_no,fw.simics_yes,fw.icode_no,fw.pss_yes,fw.ltm_no",soc.top,2020-07-16 02:34:26.993
14012093605,Post Scheduler Training Engine for Memory Interface Training,gachalla,complete,,dmrhub-a0,1-showstopper,"soc_arch,fw.mcheck_no,FIRMWARE,DMRTransformation,deg_quality,deg_quality_avail,fw.tcode_no,fw.zcode_yes,fw.ocode_no,fw.primecode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,IMH_CONSTRUCTION_P1,fw.pnp_emul_no,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.pss_yes,fw.s3m_no,fw.zcode_commit,fw.bios_no,fw.icode_no,fw.simics_yes",soc.top,2020-07-24 01:30:07.220
14013683263,Accelerator Improvements: Support for CXL Backsnoop Channel,vyellapa,complete,,dmrhub-a0,1-showstopper,"prod_arch.MAINBAND,CXL,PRI_2,PnP,PNP_PERF,fw.tcode_no,fw.ocode_no,fw.mdiv_affecting,fw.mdiv_yes,fw.primecode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_affecting,fw.pss_yes,fw.acode_no,fw.cbbpcode_no,fw.mcheck_no,fw.s3m_no,fw.icode_no,fw.bios_commit,fw.simics_yes,COE4MIO",soc.CXL_3.0_Host#,2021-02-18 06:22:35.377
14013683508,Accelerator Improvements: CXL 3.0 Support for multiple Type-2 devices behind x16 CXL Port,vyellapa,complete,,dmrhub-a0,2-high,"prod_arch.MAINBAND,CXL,PRI_2,fw.tcode_no,fw.bios_yes,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.pss_yes,fw.s3m_no,fw.icode_no,fw.bios_commit,fw.simics_yes,VAL_REVIEW_PENDING",soc.CXL_3.0_Host#,2021-02-18 06:48:40.587
14014363645,"[DMR-Power] PCIe ,CXL and UXI L0p support",sshrimal,complete,,dmrhub-a0,1-showstopper,"PnP,PNP_POWER,fw.tcode_no,DMR_AF_Sustainability,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.mcheck_no,fw.s3m_no,fw.ocode_no,fw.icode_no,fw.bios_commit,fw.bios_yes,fw.primecode_yes,fw.primecode_commit,fw.pss_yes,fw.simics_yes,fw.ltm_no",soc.CPG PCIe4 Controller (DMR)#,2021-06-17 02:58:46.770
14014390615,S3M SRAM increase to be able to incorporate DMR features.,rrshah1,complete,,dmrhub-a0,1-showstopper,"fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,IMH_CONSTRUCTION_P1,fw.bios_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.primecode_no,fw.simics_yes,fw.cbbpcode_no,fw.icode_no,fw.s3m_yes,fw.s3m_commit,fw.pss_no,hw_dependent,UV1,fw.s3m_complete",soc.S3M_3.0#,2021-06-19 03:49:05.697
14015412878,[DMR SOC] MR4-based CLTT/memhot/memtrip for DDR5/MCR thermal management,ssetra,complete,,dmrhub-a0,2-high,"prod_arch,MEMORY,NO_CORE_PATCH_COE,DMR1,fw.bios_yes,SIM_YES,DMR_AF_Sustainability,PRI_2,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.pss_yes,fw.s3m_no,fw.icode_no,fw.primecode_yes,fw.primecode_commit,fw.bios_commit,fw.simics_yes,PM_VALPREP_EVAL=R",soc.top,2021-10-28 22:57:29.800
14015495091,[DMR SoC] Addition of Memory Protection Unit to OOBMSM uController,moriol,complete,,dmrhub-a0,2-high,"DMR_AF_Managability_Telemetry,PRI_1,fw.ocode_yes,DMR_SOC_CCB",soc.OOBMSM 4.0#,2021-11-10 21:17:25.290
14015997997,"COR Telemetry ask  - CNS --Accessibility to  telemetry data with personality-based security authentication /encryption - ""Trusted Telemetry""",laumelis,complete,,dmrhub-a0,2-high,"DMR_AF_Managability_Telemetry,PRI_2,fw.xucode_no,fw.tcode_no,fw.ocode_yes,fw.primecode_no,fw.zcode_no,fw.ucode_no,fw.s3m_yes,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.bios_no,IMH_CONSTRUCTION_P1,fw.icode_no,fw.ltm_commit,fw.ocode_commit,fw.pss_yes,fw.pss_commit,fw.s3m_commit,fw.simics_yes,PM_VALPREP_EVAL=R,FV3,fw.s3m_complete, SOCVAL_IMH1_PO",soc.OOBMSM 4.0#,2022-02-05 01:59:55.840
14016149630,PC6 debug requirement support,sshrimal,complete,,dmrhub-a0,2-high,"POWER_CONVERGENCE,IP_Contract,power_savings,PnP,PNP_POWER,imhd,fw.tcode_no,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.pnp_emul_affecting,fw.acode_no,fw.bios_no,fw.mdiv_yes,fw.mdiv_affecting,fw.mcheck_no,fw.s3m_no,fw.icode_no,fw.pss_yes,fw.primecode_yes,fw.primecode_commit,fw.cbbpcode_no,fw.simics_yes,SOCVAL_IMH1_PO,COE4PM",soc.PUNIT_4.0#,2022-02-25 00:54:38.767
14016173872,DMR basic DFD die-level access infrastructure,kwokc,complete,,dmrhub-a0,1-showstopper,"DMR_AF_DFD,SERVER_LEGACY,DFD_PLATFORM_IMPACT,PRI_0,IPLIST_BPK_TAP_DIE2DIE,fw.tcode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ocode_no,fw.ltm_no,fw.primecode_no,fw.bios_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.s3m_no,fw.cbbpcode_no,fw.simics_no",soc.top,2022-03-01 03:54:09.557
14016173937,Support for Intel(r) Debug Protection Technology 2.0,kwokc,complete,,dmrhub-a0,1-showstopper,"DMR_AF_DFD,DFD_ALL_IP,PRI_1,IPLIST_ALL-IPS_DFX-SEC-AGG_DVP,fw.xucode_no,fw.tcode_no,fw.ocode_yes,CIWG,fw.zcode_no,fw.primecode_no,fw.ucode_commit,fw.pnp_emul_no,fw.pss_yes,fw.acode_no,fw.mdiv_no,fw.s3m_yes,fw.cbbpcode_no,fw.bios_yes,fw.acm_yes,fw.mcheck_no,fw.icode_no,fw.bios_commit,fw.ocode_commit,fw.s3m_commit,fw.ltm_no,fw.acm_commit,fw.ese_affecting,fw.simics_no,fw.ese_commit,hw_dependent,UV2+,fw.s3m_complete",soc.top,2022-03-01 04:03:32.417
14016174663,DMR basic DFD die-level trace and trigger infrastructure,kwokc,complete,,dmrhub-a0,1-showstopper,"construction,DMR_AF_DFD,SERVER_LEGACY,DFD_PLATFORM_IMPACT,PRI_0,IPLIST_NPK_DVP_DTFB_DIE2DIE_GPIO,PnP,PNP_INF,fw.tcode_no,fw.bios_affecting,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.ocode_no,IMH_CONSTRUCTION_P1,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.s3m_no,fw.cbbpcode_no,fw.bios_commit,fw.icode_no,fw.primecode_yes,fw.simics_no,fw.primecode_commit,PM_VALPREP_EVAL=R",soc.top,2022-03-01 05:10:36.677
14016174920,[DMR-CCB]  DMR Crash* Architecture,kwokc,complete,,dmrhub-a0,1-showstopper,"HPAR,DMR_AF_DFD,SERVER_LEGACY,DFD_PLATFORM_IMPACT,PRI_0,IPLIST_OOBMSM_PUNIT_RAS-IP,fw.tcode_no,fw.ocode_yes,fw.pss_yes,fw.zcode_no,fw.ucode_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,DMR_SOC_CCB,fw.xucode_no,fw.icode_no,fw.s3m_yes,fw.cbbpcode_commit,fw.ocode_commit,fw.s3m_commit,fw.ltm_commit,fw.primecode_commit,fw.simics_yes,CCB_BUG,fw.bios_yes,tag2ca_done,RAI_TST,FV,hw_dependent,fw.s3m_complete,SOCVAL_IMH1_PO",soc.top,2022-03-01 05:42:35.290
